frame,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,centroid_x,centroid_y
3,13,person,1781.5479,902.11066,1813.1964,989.7485,1797.3721,945.92957
3,16,car,609.2547,312.8637,695.4753,375.40396,652.365,344.13385
3,17,car,747.8327,197.58524,805.72485,235.30328,776.7788,216.44426
3,18,car,787.0245,265.77472,840.86707,313.62958,813.9458,289.70215
3,25,car,1309.6978,548.39996,1361.6726,607.19165,1335.6852,577.7958
3,19,car,1320.3436,603.71454,1382.6951,685.0357,1351.5193,644.3751
3,20,car,730.87646,278.71786,778.5973,326.10144,754.7369,302.40967
3,21,truck,1310.7847,451.8475,1403.4098,568.3403,1357.0972,510.09387
4,1,bus,643.84515,456.22388,848.0576,751.0094,745.9514,603.61664
4,2,car,594.27264,506.22125,689.3945,615.6835,641.83356,560.9524
4,3,car,677.42084,355.56192,763.83746,439.61618,720.62915,397.58905
4,4,car,177.84094,893.05914,368.5201,1078.6216,273.18054,985.84033
4,5,car,1399.4788,622.3032,1510.1134,742.23425,1454.7961,682.26874
4,6,car,555.6266,755.18866,729.2872,976.1898,642.4569,865.6892
4,7,car,272.2086,566.9444,424.2036,695.32666,348.20612,631.1355
4,8,car,537.3607,417.95294,637.0131,505.69568,587.1869,461.8243
4,9,car,0.0,880.18463,142.22609,1075.3269,71.113045,977.75574
4,10,car,381.4508,894.1214,531.6236,1071.376,456.5372,982.74866
4,11,car,1521.958,834.74023,1640.4097,965.54,1581.1838,900.14014
4,12,person,1218.0504,513.93475,1244.8307,568.25854,1231.4406,541.0967
4,13,person,1781.3776,903.66626,1811.7914,987.28754,1796.5845,945.4769
4,16,car,605.5371,314.1745,692.5036,377.59076,649.0204,345.88263
4,18,car,783.8265,264.96313,840.46857,315.36038,812.1475,290.16174
4,25,car,1309.5991,548.21814,1361.0322,606.34924,1335.3157,577.2837
4,19,car,1320.0006,603.57385,1382.4332,685.13135,1351.2169,644.3526
4,21,truck,1311.1698,451.21283,1403.0396,566.88513,1357.1047,509.04898
4,15,car,946.473,604.27997,976.2955,672.6896,961.3843,638.48474
5,1,bus,641.9445,460.28156,847.22626,756.6276,744.5854,608.4546
5,2,car,593.1744,509.99954,689.111,619.7224,641.1427,564.86096
5,3,car,675.9049,356.17776,763.6997,441.7169,719.8023,398.94733
5,4,car,175.75804,908.076,355.39938,1079.635,265.5787,993.85547
5,5,car,1400.1404,621.6564,1511.7255,742.74023,1455.9329,682.1983
5,6,car,552.0602,767.50574,723.96436,986.09644,638.01227,876.8011
5,7,car,267.7637,572.6042,419.1124,700.07245,343.43805,636.3383
5,8,car,533.91364,418.82788,635.3149,508.04706,584.61426,463.43747
5,9,car,0.0,891.01355,132.16943,1077.3107,66.08472,984.1621
5,10,car,378.8864,909.283,518.7866,1073.1804,448.83652,991.2317
5,11,car,1521.3904,833.2569,1642.1941,966.9511,1581.7922,900.104
5,12,person,1218.7313,519.1746,1244.4788,571.65784,1231.605,545.41626
5,13,person,1780.5138,902.3739,1812.3121,989.094,1796.413,945.73395
5,16,car,603.4872,316.50565,691.4129,381.04156,647.4501,348.77362
5,18,car,787.2298,267.62387,840.9594,315.5747,814.0946,291.5993
5,25,car,1309.8186,548.81726,1360.5609,606.0725,1335.1897,577.4449
5,19,car,1318.4818,604.30554,1381.4628,686.5681,1349.9723,645.4368
5,21,truck,1313.1631,451.00122,1404.2471,566.0965,1358.7051,508.54886
5,30,car,378.90018,978.5212,468.31656,1077.5771,423.60837,1028.0492
5,17,car,748.643,201.3843,802.89813,236.4533,775.77057,218.9188
6,1,bus,637.6101,462.3539,846.4964,764.2769,742.0532,613.3154
6,2,car,586.8876,511.695,686.4417,625.0723,636.6647,568.38367
6,3,car,668.4232,357.3062,758.558,444.58032,713.4906,400.94327
6,4,car,173.25615,922.8632,342.5388,1079.949,257.89746,1001.4061
6,5,car,1399.8802,621.5136,1509.5641,740.5961,1454.7222,681.0549
6,6,car,546.1899,774.69885,721.4855,997.69336,633.83765,886.1961
6,7,car,262.44714,575.69745,414.5625,703.5415,338.50482,639.6195
6,8,car,529.812,420.8106,631.852,510.24625,580.83203,465.52844
6,9,car,0.0,900.39417,124.16389,1077.1108,62.081944,988.7525
6,10,car,374.84076,923.374,508.27332,1077.5527,441.55704,1000.4634
6,11,car,1521.4155,833.66736,1641.2639,966.7308,1581.3397,900.1991
6,12,person,1218.6344,521.83527,1244.2058,574.1498,1231.4202,547.99255
6,13,person,1778.1475,898.4123,1810.9972,987.54614,1794.5723,942.97925
6,16,car,602.68445,318.1083,689.6934,382.51868,646.18896,350.31348
6,18,car,783.75964,268.51868,837.9614,316.9976,810.86053,292.75812
6,25,car,1309.1691,547.84424,1360.8096,606.0602,1334.9893,576.9522
6,19,car,1319.4521,604.5369,1381.9841,686.45575,1350.7181,645.49634
6,21,truck,1308.0868,450.69455,1399.4648,565.15594,1353.7759,507.92523
7,1,bus,632.96625,464.21515,844.7959,770.731,738.8811,617.4731
7,2,car,578.4022,516.2034,678.5203,630.3353,628.4613,573.2694
7,3,car,665.97,353.1916,760.55164,445.19418,713.2608,399.19287
7,4,car,172.37769,936.1175,332.08182,1079.5665,252.22975,1007.84204
7,5,car,1399.8002,620.6356,1508.7566,739.1162,1454.2783,679.8759
7,6,car,541.09814,783.08496,719.26575,1009.8353,630.18195,896.46014
7,7,car,255.13618,580.22327,410.58218,710.7942,332.8592,645.5087
7,8,car,525.97186,423.33026,630.1688,514.31433,578.0703,468.8223
7,9,car,0.0,911.6266,114.24514,1079.1399,57.12257,995.38324
7,10,car,371.84174,940.2568,495.31253,1079.5934,433.57715,1009.92505
7,11,car,1521.524,834.2747,1640.7914,967.23804,1581.1577,900.75635
7,12,person,1218.749,524.93915,1244.1737,576.9901,1231.4614,550.9646
7,16,car,601.1193,319.74792,688.9478,385.46683,645.03357,352.60736
7,18,car,782.23425,268.59714,837.75964,318.35623,809.99695,293.47668
7,25,car,1308.8596,547.2205,1361.4042,606.4322,1335.1318,576.82635
7,19,car,1319.9028,604.0622,1382.5465,686.4381,1351.2246,645.2501
7,21,truck,1307.5298,450.49203,1398.3419,563.362,1352.9358,506.927
7,20,car,725.30206,280.8966,776.5053,332.13223,750.9037,306.5144
8,1,bus,628.06146,466.72324,842.69714,777.6588,735.3793,622.19104
8,2,car,572.4493,518.4193,674.68646,634.895,623.5679,576.65717
8,3,car,664.81177,355.15762,758.15234,445.9017,711.48206,400.52966
8,4,car,171.42209,952.0268,318.64734,1079.9073,245.03471,1015.96704
8,5,car,1399.4618,619.6652,1508.3049,738.25244,1453.8833,678.95886
8,6,car,535.19794,789.07764,716.41064,1019.8725,625.8043,904.4751
8,7,car,249.88368,585.72577,405.58774,716.46893,327.73572,651.09735
8,8,car,521.1423,424.1992,627.10284,516.65106,574.12256,470.4251
8,9,car,0.0,923.19,104.43122,1079.0128,52.21561,1001.10144
8,10,car,364.72284,954.4318,481.08295,1080.0,422.9029,1017.21594
8,11,car,1522.2268,834.5954,1640.5625,966.94116,1581.3947,900.7683
8,12,person,1219.0452,524.14056,1245.3527,578.3058,1232.199,551.22314
8,16,car,598.72723,320.8564,686.25543,386.9175,642.49133,353.88696
8,18,car,782.3993,271.00894,835.8186,318.5656,809.10895,294.7873
8,25,car,1308.8954,546.5787,1362.0195,606.353,1335.4575,576.4658
8,19,car,1317.8679,598.6657,1384.9788,687.0274,1351.4233,642.84656
8,21,truck,1306.4602,450.10455,1398.5221,563.80096,1352.4912,506.95276
8,32,car,952.7378,296.86725,990.0103,347.2546,971.374,322.0609
8,20,car,723.652,280.4228,777.24457,334.8339,750.44824,307.62836
8,13,person,1774.2589,895.83325,1807.64,985.8737,1790.9495,940.8535
9,1,bus,624.7276,469.91983,841.2098,783.6888,732.9687,626.8043
9,2,car,568.4291,521.3954,673.3052,640.96655,620.8671,581.18097
9,3,car,666.11804,360.71878,755.5038,447.83255,710.8109,404.27567
9,4,car,170.7591,968.3875,305.63547,1080.0,238.19728,1024.1937
9,5,car,1398.3119,618.3535,1508.0603,737.8136,1453.186,678.08356
9,6,car,530.4839,797.4768,714.15247,1031.6057,622.3182,914.54126
9,7,car,242.21349,588.4208,402.42178,723.00616,322.31763,655.7135
9,8,car,516.9271,425.60876,624.57733,519.64935,570.7522,472.62906
9,9,car,0.0,934.38354,92.97171,1078.1489,46.485855,1006.26624
9,10,car,361.2549,971.18274,467.34903,1080.0,414.30197,1025.5913
9,11,car,1522.2133,834.1986,1641.2998,967.6441,1581.7566,900.9214
9,12,person,1219.3693,525.2186,1245.8439,579.85376,1232.6066,552.5362
9,16,car,595.6205,322.38898,681.68024,387.75336,638.6504,355.07117
9,18,car,781.85754,272.99765,834.4273,319.48853,808.14246,296.2431
9,20,car,721.5929,282.19974,775.34344,337.24142,748.46814,309.72058
10,1,bus,621.3647,474.05548,840.0049,791.056,730.6848,632.5558
10,2,car,567.4229,525.08356,671.28894,643.26447,619.35596,584.174
10,3,car,666.5376,364.42462,754.7703,450.74905,710.65393,407.58685
10,4,car,171.82294,984.0968,293.35776,1079.0258,232.59035,1031.5613
10,5,car,1398.0929,617.92645,1508.9733,738.8434,1453.5331,678.3849
10,6,car,526.22345,808.03864,709.8446,1041.898,618.03406,924.96826
10,7,car,235.77963,591.1464,398.68228,727.8788,317.23096,659.5126
10,8,car,512.7742,428.70618,620.7667,523.1509,566.77045,475.92853
10,9,car,0.0,945.98517,81.30062,1078.0265,40.65031,1012.00586
10,10,car,353.27365,987.6103,449.91898,1080.0,401.5963,1033.8052
10,11,car,1522.6025,835.2862,1641.1884,968.43146,1581.8955,901.8588
10,12,person,1220.238,526.4232,1247.0286,581.84314,1233.6333,554.1332
10,16,car,594.2554,323.93793,679.0384,388.99115,636.64685,356.46454
10,18,car,780.3785,274.02997,834.1171,321.4241,807.2478,297.72705
10,20,car,720.93427,283.7338,772.9914,337.58566,746.9628,310.65973
10,21,truck,1314.406,449.0946,1405.326,562.4458,1359.866,505.7702
10,32,car,954.6678,301.50937,988.5298,347.2597,971.59875,324.38452
11,1,bus,617.59784,477.35934,837.62836,796.4586,727.6131,636.909
11,2,car,563.3873,529.4063,668.9899,649.76953,616.1886,589.5879
11,3,car,663.01013,367.51697,751.5861,453.82764,707.2981,410.6723
11,4,car,168.83543,1000.32666,277.5666,1078.8016,223.20102,1039.5642
11,5,car,1399.3993,617.93396,1510.8115,739.99274,1455.1055,678.9634
11,6,car,520.63965,815.89825,705.9219,1051.9733,613.28076,933.9358
11,7,car,228.6092,596.0167,391.9165,732.9139,310.26285,664.46533
11,8,car,509.6289,431.73584,618.70966,527.1563,564.1693,479.44608
11,9,car,0.0,958.7365,69.79418,1079.8281,34.89709,1019.28235
11,10,car,352.8277,1001.17737,441.22568,1080.0,397.02667,1040.5886
11,11,car,1523.0936,836.10596,1640.8312,968.61273,1581.9624,902.3594
11,12,person,1219.797,526.39355,1248.092,585.25903,1233.9446,555.8263
11,16,car,590.7422,324.42645,675.752,390.46176,633.2471,357.4441
11,18,car,780.4224,274.9863,833.01025,320.9363,806.7163,297.9613
11,21,truck,1315.9482,448.89026,1404.4387,559.6044,1360.1935,504.2473
11,17,car,748.159,203.50209,799.9815,237.00357,774.07025,220.25284
11,25,car,1313.6532,547.54987,1359.6587,598.2997,1336.656,572.9248
11,13,person,1771.984,888.55524,1807.5879,984.9107,1789.7859,936.733
12,1,bus,614.1771,477.3768,839.00745,803.7014,726.5923,640.5391
12,2,car,562.54095,535.0693,668.34705,654.9723,615.444,595.02075
12,3,car,661.8939,371.02716,749.95605,456.8036,705.925,413.91537
12,4,car,166.98003,1017.14374,258.70926,1077.1075,212.84464,1047.1256
12,5,car,1400.0956,616.6794,1511.4137,739.1128,1455.7546,677.8961
12,6,car,514.2797,821.99744,703.13275,1062.7909,608.70624,942.39417
12,7,car,221.02173,599.1966,388.30444,739.60754,304.6631,669.4021
12,8,car,506.2992,433.61444,616.28033,529.98145,561.2898,481.79794
12,10,car,354.3365,1021.761,425.04553,1080.0,389.691,1050.8805
12,11,car,1523.2781,837.6149,1640.3169,969.70135,1581.7975,903.65814
12,12,person,1219.8834,527.4144,1248.2856,586.6466,1234.0845,557.0305
12,16,car,589.73236,325.24576,675.455,392.71475,632.5937,358.98026
12,18,car,779.42633,276.3302,831.8769,321.83658,805.6516,299.08337
12,21,truck,1316.0847,448.7088,1403.8469,558.6132,1359.9658,503.661
12,38,car,553.8831,327.0219,671.14435,395.20593,612.51373,361.11392
12,13,person,1771.0881,885.93915,1806.502,981.26117,1788.795,933.60016
12,20,car,718.56964,288.7521,769.09125,341.53262,743.83044,315.14236
13,1,bus,611.0668,479.024,838.638,809.53973,724.8524,644.28186
13,2,car,556.59216,538.3523,665.9338,661.2759,611.26294,599.8141
13,3,car,659.4446,373.13953,748.8276,459.64594,704.1361,416.39273
13,5,car,1400.4814,615.58466,1510.0491,736.3856,1455.2653,675.9851
13,6,car,509.6206,830.9673,700.06537,1073.7877,604.843,952.3775
13,7,car,213.57635,604.71686,382.26846,746.18665,297.92242,675.4518
13,8,car,500.86456,435.45822,611.32025,532.3676,556.0924,483.9129
13,11,car,1523.6763,838.2124,1640.4263,970.15326,1582.0513,904.18286
13,12,person,1220.1675,527.7857,1248.4983,587.09143,1234.3329,557.4386
13,16,car,589.606,327.55893,673.6713,394.2755,631.6387,360.91724
13,18,car,778.43384,277.58093,830.3162,322.62888,804.375,300.10492
13,21,truck,1311.4774,448.44882,1400.9313,559.34454,1356.2043,503.89667
13,38,car,555.1663,327.87457,670.92816,395.20554,613.04724,361.54004
13,13,person,1768.0388,885.09033,1804.4673,983.2444,1786.253,934.16736
13,41,person,938.5645,440.07562,969.9912,506.80917,954.27783,473.44238
13,19,car,1312.9059,591.5413,1383.8104,685.9358,1348.3582,638.7385
14,1,bus,605.2332,482.47012,836.4587,818.877,720.84595,650.6736
14,2,car,547.44476,540.21924,659.4936,665.51215,603.4692,602.8657
14,3,car,658.3398,375.83652,747.5554,462.12408,702.94763,418.9803
14,5,car,1400.4913,614.9485,1509.2827,735.17365,1454.887,675.06104
14,6,car,506.32477,838.7582,696.1774,1080.0,601.2511,959.3791
14,7,car,206.93391,608.49927,378.51132,752.2651,292.72263,680.3822
14,8,car,494.88736,435.98367,608.6361,536.3137,551.7617,486.14868
14,11,car,1524.6775,838.54895,1640.8607,969.9582,1582.769,904.25354
14,12,person,1220.3663,529.9807,1248.6187,589.2041,1234.4924,559.5924
14,16,car,587.3451,329.75812,670.1585,395.76968,628.75183,362.76392
14,18,car,778.3535,276.89355,830.6404,322.44077,804.49695,299.66718
14,21,truck,1309.1753,447.82275,1400.5873,560.2169,1354.8813,504.01984
14,38,car,555.92523,330.193,670.3946,396.81027,613.1599,363.50165
14,13,person,1766.7947,884.68054,1802.8693,981.79785,1784.832,933.2392
14,41,person,939.2682,448.63666,969.1944,512.2572,954.2313,480.44693
14,19,car,1313.4785,591.4466,1383.6931,685.61395,1348.5858,638.5303
15,1,bus,600.2113,484.6453,834.6521,827.18536,717.4317,655.91534
15,2,car,539.6593,542.0994,655.2044,671.35077,597.4319,606.7251
15,3,car,657.1797,379.9682,745.4048,464.98206,701.29224,422.47513
15,5,car,1400.7778,615.78955,1507.5876,733.5436,1454.1827,674.66656
15,6,car,503.0301,844.4543,691.16895,1080.0,597.0995,962.2272
15,7,car,199.64001,610.40515,376.1659,758.7278,287.90295,684.56647
15,8,car,492.50067,439.87103,604.7462,538.9151,548.6234,489.39307
15,11,car,1524.8691,838.6221,1641.2867,970.6771,1583.0779,904.6496
15,12,person,1220.8472,531.4638,1248.9777,590.4196,1234.9124,560.9417
15,16,car,585.8713,331.55527,666.69214,396.0966,626.28174,363.82593
15,18,car,776.4348,276.49255,829.0606,322.52466,802.7477,299.5086
15,38,car,554.53656,331.04037,668.87585,397.61597,611.7062,364.3282
15,41,person,939.35767,451.7715,967.5181,511.61005,953.43787,481.6908
15,19,car,1314.4664,592.9309,1382.9906,685.1094,1348.7285,639.02014
15,53,truck,1554.6573,379.218,1919.5343,843.1255,1737.0958,611.17175
16,1,bus,594.5923,488.33954,830.63275,833.6466,712.61255,660.99304
16,2,car,532.4446,544.92804,651.77856,678.8448,592.1116,611.8864
16,3,car,652.8987,381.53378,741.93384,467.13007,697.41626,424.3319
16,5,car,1397.9419,614.4283,1507.291,734.7364,1452.6165,674.58234
16,6,car,502.94516,855.54315,684.3568,1080.0,593.651,967.7716
16,7,car,190.28027,613.82806,370.213,765.36957,280.24664,689.5988
16,8,car,490.7871,443.8723,600.9666,540.80255,545.87683,492.33743
16,11,car,1526.4694,838.31866,1640.9498,968.14636,1583.7096,903.23254
16,12,person,1221.1755,532.41,1249.8224,592.55554,1235.499,562.4828
16,16,car,580.5142,331.66687,667.6268,401.85678,624.0705,366.76184
16,18,car,774.79614,279.68927,825.93866,324.23337,800.36743,301.9613
16,38,car,552.053,331.69678,668.2134,399.45428,610.1332,365.57553
16,41,person,939.98413,453.43567,966.82935,510.0033,953.40674,481.71948
16,19,car,1315.5535,594.07,1382.9331,684.8789,1349.2433,639.4745
16,25,car,1311.6635,545.94116,1360.771,599.3041,1336.2173,572.6226
16,21,truck,1311.4718,446.289,1404.0011,560.47906,1357.7365,503.38403
17,1,bus,588.0996,491.3919,828.473,843.29407,708.2863,667.343
17,2,car,528.3195,550.01587,647.1153,683.1669,587.7174,616.5914
17,3,car,652.10925,384.11554,742.4272,471.20557,697.2682,427.66055
17,5,car,1399.2762,615.50934,1507.3578,734.3439,1453.317,674.92664
17,6,car,502.5145,864.372,678.7253,1080.0,590.6199,972.18604
17,7,car,181.3917,616.5132,365.6189,771.89777,273.5053,694.20544
17,8,car,486.51233,445.55215,599.07916,545.1768,542.7958,495.3645
17,11,car,1526.5636,837.91986,1642.4218,969.6929,1584.4927,903.8064
17,12,person,1221.973,538.28705,1249.2136,595.7028,1235.5933,566.99493
17,16,car,578.7469,332.1282,667.86865,404.92496,623.30774,368.52658
17,18,car,771.05676,278.0194,825.4658,324.92032,798.2613,301.46985
17,19,car,1317.8455,593.28,1383.9364,683.6404,1350.8909,638.4602
17,25,car,1310.5121,544.75226,1362.1617,600.5017,1336.3369,572.62695
18,1,bus,585.30273,495.1622,828.0101,851.17395,706.6564,673.1681
18,2,car,524.8451,555.836,642.87,687.1762,583.85754,621.5061
18,3,car,648.74146,384.40268,741.2684,474.3562,695.0049,429.37946
18,5,car,1399.9209,614.8656,1508.0276,733.775,1453.9742,674.3203
18,6,car,502.05862,870.97974,674.3105,1080.0,588.1846,975.48987
18,7,car,176.43265,623.7211,359.2722,777.8353,267.85242,700.7782
18,8,car,482.8169,448.01242,596.3403,548.95056,539.5786,498.4815
18,11,car,1526.8984,838.052,1643.6581,971.439,1585.2783,904.7455
18,12,person,1223.1166,541.50183,1250.0957,598.583,1236.6062,570.0424
18,16,car,578.34235,333.6578,666.50183,406.44775,622.4221,370.0528
18,18,car,773.1638,278.99054,825.5526,324.47305,799.3582,301.7318
18,19,car,1315.5612,587.9013,1385.1062,684.1393,1350.3337,636.02026
18,25,car,1309.9048,544.7719,1362.5194,601.3677,1336.2122,573.0698
18,41,person,935.8203,458.20306,968.4206,527.12775,952.1205,492.6654
19,1,bus,581.81085,497.9801,827.57227,859.2904,704.6915,678.63525
19,2,car,520.5246,559.6324,640.8385,693.61163,580.6815,626.622
19,3,car,646.8452,384.92746,739.44867,475.4833,693.147,430.20538
19,5,car,1400.3506,614.8108,1507.5848,732.67944,1453.9678,673.7451
19,6,car,503.30276,881.16125,669.36255,1080.0,586.33264,980.5806
19,7,car,169.72182,630.4036,352.76764,784.4729,261.24472,707.43823
19,8,car,478.95526,449.61215,593.22095,551.6439,536.08813,500.62805
19,11,car,1527.1838,838.426,1643.9198,972.3097,1585.5518,905.36786
19,12,person,1224.0908,544.977,1250.7761,601.3608,1237.4335,573.1689
19,16,car,576.0143,335.8382,661.4623,406.30045,618.7383,371.06934
19,18,car,770.0334,280.9729,823.49115,327.23245,796.76227,304.10266
19,19,car,1315.9805,588.30206,1384.782,684.0242,1350.3812,636.1631
19,25,car,1309.3551,544.2163,1363.0892,602.0417,1336.2222,573.129
19,41,person,934.5112,460.08618,968.76575,532.9138,951.6385,496.5
20,1,bus,577.62646,500.42178,827.42883,868.9137,702.52765,684.6677
20,2,car,514.12213,560.59503,641.18097,702.71576,577.65155,631.6554
20,3,car,644.11945,385.45734,737.2199,476.7752,690.6697,431.11627
20,5,car,1400.4617,614.7977,1507.6097,732.33636,1454.0356,673.567
20,6,car,502.5155,888.8779,664.1697,1080.0,583.3426,984.43896
20,7,car,161.89053,635.6076,347.10342,791.5097,254.49698,713.55865
20,8,car,474.80026,451.7425,591.7553,556.27136,533.2778,504.00693
20,11,car,1528.1439,839.30505,1645.0244,973.8201,1586.5842,906.5626
20,12,person,1224.6091,545.4455,1251.8413,602.781,1238.2252,574.1133
20,16,car,571.7949,337.31342,657.8813,407.89108,614.83813,372.60223
20,18,car,769.94604,282.76273,822.1112,327.7392,796.0286,305.25098
20,19,car,1315.9784,587.28973,1384.8765,683.7463,1350.4275,635.518
20,25,car,1309.6755,543.6912,1363.5637,601.60364,1336.6196,572.64746
20,41,person,933.842,463.8253,968.7244,538.54846,951.2832,501.1869
20,53,truck,1552.5273,377.34644,1920.0,845.87524,1736.2637,611.61084
21,1,bus,573.1543,503.39453,824.9525,875.21533,699.0534,689.30493
21,2,car,509.59656,566.0095,636.7951,708.776,573.1958,637.39276
21,3,car,640.1031,386.41162,735.6715,480.1628,687.8873,433.28723
21,5,car,1400.2399,614.489,1507.8563,732.3768,1454.0481,673.43286
21,6,car,497.6604,900.10034,653.5353,1080.0,575.59784,990.0502
21,7,car,154.82654,640.0725,342.22742,797.90027,248.52698,718.9864
21,8,car,469.08353,454.18402,588.8304,561.4669,528.957,507.82547
21,11,car,1529.267,839.7654,1646.1245,974.61365,1587.6958,907.1895
21,12,person,1225.8392,546.95264,1252.4956,602.72485,1239.1675,574.83875
21,16,car,564.9425,339.07266,652.1534,410.00873,608.548,374.5407
21,18,car,767.8381,282.98355,822.57794,330.04263,795.208,306.5131
21,19,car,1316.2483,588.6602,1383.7904,683.3242,1350.0193,635.9922
21,25,car,1311.0817,544.8822,1362.9608,600.0462,1337.0212,572.46423
21,41,person,934.8825,470.39014,967.2881,540.0986,951.0853,505.24435
21,53,truck,1549.683,374.58466,1920.0,852.21985,1734.8416,613.4022
21,20,car,705.7158,300.0271,756.88794,353.82718,731.3019,326.92712
21,13,person,1762.9172,874.0604,1796.271,962.77966,1779.5941,918.42004
22,1,bus,570.5483,506.02274,823.77765,880.6631,697.16296,693.3429
