frame,track_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,centroid_x,centroid_y
58,5,car,1403.0343,612.5931,1514.6868,732.5115,1458.8606,672.55225
58,7,car,0.0,944.5076,69.23898,1077.0074,34.61949,1010.75757
58,8,car,273.2621,612.79803,447.1736,774.0166,360.21783,693.40735
58,11,car,1553.0182,862.54956,1676.2909,1012.6123,1614.6545,937.58093
58,12,person,1268.2292,648.23956,1303.4518,718.1976,1285.8406,683.21857
58,16,car,453.1331,431.26804,565.12714,524.35675,509.13013,477.81238
58,69,car,693.61456,250.44832,756.1564,294.8802,724.8855,272.66425
58,19,car,1332.3536,610.6919,1393.8678,698.2012,1363.1107,654.44653
58,70,car,618.33014,308.38443,684.0544,360.2455,651.19226,334.31497
58,106,car,635.6414,382.60532,708.6846,462.18124,672.16296,422.39328
58,32,car,932.20087,404.55197,979.992,470.14902,956.09644,437.3505
58,68,car,484.8294,703.09204,583.6395,820.54156,534.2345,761.8168
58,53,truck,1566.2902,380.6623,1920.0,849.369,1743.145,615.0156
58,66,person,1077.3961,506.34824,1101.1394,560.9548,1089.2678,533.6515
58,92,person,1663.3469,777.5271,1694.1431,840.4484,1678.745,808.9878
58,128,car,770.77594,188.1683,818.2199,227.8858,794.4979,208.02705
58,18,car,709.97034,335.16977,792.0777,408.12567,751.02405,371.6477
58,147,car,812.79456,210.73773,866.6758,248.52318,839.73517,229.63046
58,3,car,520.40454,508.31973,656.58014,644.0995,588.4923,576.2096
58,111,car,736.8949,540.0228,807.3017,641.93225,772.09827,590.97754
58,181,car,793.7128,278.54672,832.544,324.14883,813.1284,301.34778
58,21,truck,1321.0333,442.0663,1407.3813,559.757,1364.2073,500.91168
59,1,bus,398.93222,694.54755,719.8756,1077.6534,559.40393,886.10046
59,2,car,229.62871,910.2046,395.15433,1080.0,312.3915,995.1023
59,5,car,1402.1432,611.52893,1515.3618,733.4055,1458.7524,672.4672
59,7,car,0.0,959.4784,57.211338,1077.4589,28.605669,1018.4686
59,8,car,266.6776,619.5421,441.25757,781.14984,353.9676,700.34595
59,11,car,1554.901,864.594,1676.884,1013.63745,1615.8926,939.1157
59,12,person,1270.2859,651.7278,1305.533,721.80444,1287.9094,686.7661
59,16,car,449.31522,434.02765,562.36914,527.96136,505.84216,480.9945
59,69,car,693.1916,252.80171,753.55896,295.94742,723.37524,274.37457
59,19,car,1332.532,610.7751,1394.1049,698.413,1363.3184,654.59406
59,70,car,614.31396,310.53595,683.77203,365.19275,649.04297,337.86435
59,106,car,634.1859,385.61707,707.5484,465.6106,670.8672,425.61383
59,32,car,931.8293,407.85083,980.312,474.45312,956.0707,441.15198
59,68,car,480.59952,710.23816,580.32056,828.07697,530.46,769.1576
59,53,truck,1565.4287,379.2834,1920.0,852.67255,1742.7144,615.97797
59,66,person,1077.4652,506.04684,1100.534,559.1537,1088.9996,532.6003
59,92,person,1661.7595,777.1013,1692.7927,840.07556,1677.2761,808.58844
59,128,car,770.7669,187.7953,819.534,228.7874,795.15045,208.29135
59,147,car,812.7648,211.62268,868.13794,250.8041,840.45135,231.21338
59,3,car,515.48987,512.2821,653.9736,650.54126,584.7317,581.4117
59,111,car,736.10657,546.05133,805.9412,646.6725,771.0239,596.36194
59,181,car,793.75336,278.64328,833.2798,325.10382,813.5166,301.87354
59,21,truck,1320.2079,441.5142,1407.5233,559.2966,1363.8656,500.4054
59,25,car,1312.1835,552.57837,1374.7068,623.28174,1343.4451,587.93005
60,1,bus,396.64224,700.20013,718.7895,1078.2352,557.7159,889.21765
60,2,car,218.63185,922.9323,378.05368,1080.0,298.34277,1001.4662
60,5,car,1403.3243,612.34674,1515.6873,733.4274,1459.5059,672.8871
60,8,car,261.40964,625.4895,437.01297,787.9219,349.2113,706.7057
60,11,car,1557.5149,868.4897,1675.8,1013.1747,1616.6575,940.83215
60,16,car,445.59924,436.52914,558.7221,530.67114,502.16068,483.60016
60,69,car,687.82996,253.94623,749.8633,298.04437,718.8466,275.9953
60,19,car,1332.5819,610.55725,1394.3091,698.38367,1363.4456,654.47046
60,70,car,611.9587,312.69562,681.8059,367.3382,646.8823,340.0169
60,106,car,631.58105,393.20584,703.06537,470.5976,667.32324,431.90173
60,32,car,931.64703,411.56213,980.1179,478.10013,955.88245,444.83112
60,68,car,471.69382,716.91125,580.00244,844.7646,525.84814,780.8379
60,53,truck,1563.7303,377.13815,1920.0,853.6553,1741.8652,615.3967
60,66,person,1077.4874,505.2556,1100.2106,557.6155,1088.849,531.43555
60,92,person,1660.0405,776.9332,1691.7358,841.2024,1675.8882,809.0678
60,128,car,763.9952,187.6667,815.51495,229.82062,789.75507,208.74365
60,147,car,812.67267,211.51747,867.2545,250.43466,839.9636,230.97607
60,3,car,511.00323,515.59515,650.89215,655.84735,580.9477,585.72125
60,111,car,735.05865,550.42126,804.705,650.1048,769.88184,600.26306
60,181,car,791.5258,278.8926,833.11725,327.99313,812.32153,303.44287
60,21,truck,1319.988,442.2357,1408.4481,561.8502,1364.218,502.04297
60,191,car,664.99976,252.62291,754.4547,299.7466,709.72723,276.18475
60,25,car,1313.6305,553.3505,1373.3512,622.91046,1343.4908,588.1305
60,165,car,853.17444,213.86769,923.9844,269.8324,888.5794,241.85004
61,1,bus,397.25677,706.7379,718.3059,1077.6521,557.7814,892.195
61,2,car,212.77266,937.2031,364.79074,1080.0,288.7817,1008.60156
61,5,car,1403.6649,612.49994,1515.5398,733.2719,1459.6023,672.8859
61,8,car,253.8318,630.6287,432.45932,796.2056,343.14557,713.4172
61,11,car,1559.6703,871.6124,1675.4321,1013.05347,1617.5513,942.33295
61,16,car,442.52567,438.14017,558.3843,535.0277,500.45496,486.58392
61,69,car,688.0156,255.25365,750.7345,300.18396,719.37506,277.7188
61,19,car,1333.1401,610.63226,1394.6737,698.03973,1363.907,654.336
61,70,car,610.13715,314.49713,681.0507,370.20074,645.59393,342.34894
61,106,car,628.10864,394.76492,701.0944,473.86197,664.60156,434.31345
61,32,car,930.2537,413.23022,980.16907,481.74332,955.2114,447.48676
61,68,car,467.47803,724.4244,575.54614,851.19055,521.5121,787.8075
61,66,person,1077.4297,504.57977,1100.4133,557.7883,1088.9215,531.1841
61,92,person,1658.1041,776.4387,1691.2671,843.73456,1674.6855,810.0867
61,128,car,760.87665,188.23535,814.1766,231.08136,787.5266,209.65836
61,3,car,506.7958,519.6411,648.5017,662.1987,577.64874,590.9199
61,181,car,791.21735,280.3268,832.6541,329.45227,811.9357,304.88953
61,21,truck,1319.7689,442.50174,1408.6105,562.87805,1364.1897,502.68988
61,191,car,662.66614,253.3341,753.71204,301.30298,708.1891,277.31854
61,25,car,1313.9249,553.1041,1372.4744,623.0226,1343.1997,588.06335
61,200,person,903.4339,724.0362,942.45044,789.3776,922.94214,756.7069
62,1,bus,399.08603,716.1846,716.7125,1077.3005,557.8993,896.74255
62,2,car,211.17851,954.2936,352.21658,1080.0,281.69754,1017.1468
62,5,car,1403.8325,612.8333,1515.0515,733.1249,1459.442,672.9791
62,8,car,247.23956,636.5922,429.68903,805.5,338.4643,721.04614
62,11,car,1562.0164,874.7258,1676.9031,1014.17957,1619.4597,944.4527
62,16,car,438.09183,441.3635,555.6904,539.8753,496.8911,490.6194
62,69,car,684.8812,257.37482,747.36475,301.84137,716.123,279.6081
62,19,car,1333.5657,611.4177,1395.0197,698.85364,1364.2927,655.1357
62,70,car,608.2687,315.8803,678.8932,371.69965,643.58093,343.78998
62,106,car,624.9881,395.40155,699.8864,476.89017,662.43726,436.14587
62,32,car,929.98914,417.16058,979.6595,485.6703,954.82434,451.41544
62,68,car,458.1391,734.36926,565.4631,860.57764,511.8011,797.47345
62,66,person,1077.4249,504.74167,1100.2439,557.88983,1088.8345,531.31573
62,92,person,1656.6812,775.74066,1692.1528,848.4025,1674.417,812.0716
62,128,car,759.1703,189.02248,814.4972,232.65907,786.83374,210.84077
62,3,car,502.28412,524.6722,645.6294,669.1751,573.9568,596.92365
62,181,car,790.4724,281.86182,831.34204,330.51773,810.9072,306.18976
62,21,truck,1319.5713,442.2165,1408.5254,561.5511,1364.0483,501.8838
62,191,car,661.4196,255.83788,750.9749,303.00912,706.19727,279.4235
62,25,car,1313.9961,554.1831,1372.4298,625.51886,1343.2129,589.85095
62,111,car,730.5183,558.1524,802.6396,662.0095,766.579,610.08093
63,1,bus,397.07477,722.76447,713.3099,1076.1265,555.1923,899.44543
63,2,car,212.50807,970.5986,343.2054,1080.0,277.85675,1025.2993
63,5,car,1402.9379,613.08124,1514.0573,733.0844,1458.4976,673.0828
63,8,car,238.78467,643.4448,423.9257,814.7067,331.35516,729.0758
63,11,car,1559.7512,874.74164,1678.1611,1018.49567,1618.9562,946.61865
63,16,car,434.82983,449.00555,548.6901,543.7242,491.75998,496.36487
63,69,car,685.83563,258.01483,748.35297,302.8143,717.0943,280.41455
63,19,car,1333.2913,611.682,1395.0801,699.96826,1364.1857,655.82513
63,70,car,603.67896,315.60312,678.1239,374.84265,640.9014,345.2229
63,106,car,621.61725,397.0293,699.1717,481.66638,660.3945,439.34784
63,68,car,450.62003,745.5122,558.31134,871.1511,504.4657,808.33167
63,92,person,1655.3472,774.54346,1692.6611,852.1006,1674.0042,813.322
63,128,car,755.7607,187.46864,814.02844,233.1739,784.89453,210.32127
63,3,car,497.8795,526.3271,644.9486,675.2389,571.41406,600.78296
63,181,car,791.384,285.56488,831.0825,332.8774,811.2333,309.22113
63,21,truck,1318.5809,442.68332,1408.273,563.06244,1363.427,502.87286
63,191,car,657.52795,255.74478,751.1847,305.17288,704.3563,280.45883
63,25,car,1314.2135,554.88513,1372.3655,626.7191,1343.2896,590.8021
63,210,person,896.9642,744.1525,948.6506,820.7756,922.8074,782.46405
63,111,truck,729.27765,561.72424,802.06757,666.4584,765.6726,614.0913
63,53,truck,1561.4872,376.34308,1920.0,860.34076,1740.7437,618.3419
64,1,bus,393.28397,727.99255,710.7672,1077.1294,552.0256,902.561
64,2,car,211.79135,986.7444,330.60834,1080.0,271.19983,1033.3722
64,5,car,1402.342,613.0634,1513.6686,733.0689,1458.0054,673.06616
64,8,car,229.33846,648.83936,417.73944,823.3767,323.53894,736.10803
64,11,car,1560.2917,877.3137,1678.2037,1020.2886,1619.2478,948.80115
64,16,car,430.3297,454.0558,543.9091,547.83374,487.11942,500.94476
64,69,car,682.6801,259.15707,746.51385,304.71664,714.597,281.93686
64,19,car,1333.1382,612.04663,1394.9711,700.574,1364.0547,656.3103
64,70,car,600.1853,316.78857,676.3997,377.2555,638.2925,347.02203
64,106,car,617.72327,398.96793,698.14014,487.36084,657.9317,443.16437
64,68,car,445.71103,756.112,553.31415,880.7073,499.51257,818.40967
64,92,person,1654.7404,774.2357,1692.2295,853.1528,1673.4849,813.6942
64,128,car,756.18134,187.93019,814.97705,233.72198,785.5792,210.82608
64,3,car,493.87796,531.4976,641.3171,681.10205,567.59753,606.2998
64,21,truck,1319.2104,442.27603,1408.7554,561.7017,1363.9829,501.9889
64,210,person,893.76434,754.44934,948.239,835.37683,921.0017,794.9131
64,111,truck,725.67334,566.9348,799.3198,672.7725,762.4966,619.85364
64,53,truck,1562.4457,377.98575,1920.0,859.12354,1741.2229,618.5546
64,18,car,684.71356,336.0222,785.42554,425.83585,735.0696,380.92902
65,1,bus,393.5683,734.3372,711.108,1078.6595,552.33813,906.4984
65,2,car,212.42145,1006.2707,313.5456,1080.0,262.98352,1043.1354
65,5,car,1403.7402,613.71674,1513.7701,732.313,1458.7551,673.0149
65,8,car,222.67224,655.5634,412.04715,831.12744,317.35968,743.34546
65,11,car,1561.6697,878.20825,1678.6249,1019.8599,1620.1472,949.03406
65,16,car,425.64423,457.94376,540.1378,552.06903,482.89102,505.0064
65,69,car,680.3666,260.4296,745.7549,307.5487,713.0607,283.98914
65,19,car,1334.0436,612.4292,1395.776,700.7201,1364.9098,656.57465
65,70,car,598.4376,320.56186,673.25415,379.66144,635.8459,350.11163
65,106,car,617.99133,404.87897,695.7887,490.3078,656.89,447.59338
65,68,car,437.24112,766.77545,546.4647,892.5921,491.8529,829.6838
65,128,car,754.1444,190.31746,813.45776,236.1406,783.8011,213.22903
65,3,car,489.271,536.1946,637.80865,687.6606,563.5398,611.9276
65,111,car,723.55145,572.68304,798.9496,681.4812,761.2505,627.08215
65,53,truck,1562.1167,376.56033,1920.0,857.981,1741.0583,617.2707
65,220,person,865.12115,479.16678,895.5547,556.1714,880.3379,517.66907
65,18,car,684.5705,341.9333,782.13556,428.19742,733.353,385.06537
66,1,bus,394.0516,740.55566,710.36285,1079.5391,552.2072,910.04736
66,2,car,210.29247,1022.8409,296.01285,1080.0,253.15265,1051.4204
66,5,car,1403.1532,613.8776,1513.2452,732.33295,1458.1992,673.1053
66,8,car,215.37318,662.5886,407.8482,841.1109,311.6107,751.84973
66,11,car,1560.3645,876.6649,1680.0797,1022.1894,1620.2222,949.4271
66,16,car,419.48956,457.53027,539.67377,556.71027,479.58167,507.12027
66,69,car,679.0353,261.5493,744.6312,309.2245,711.83325,285.3869
66,19,car,1334.9338,613.6233,1395.7817,700.4453,1365.3578,657.0343
66,70,car,597.13275,322.833,672.1944,382.35153,634.6636,352.5923
66,106,car,613.6677,406.32013,692.4117,492.92694,653.0397,449.62354
66,68,car,429.15076,775.1026,539.11487,900.99414,484.1328,838.04834
66,3,car,485.36365,540.46466,634.4778,692.8591,559.9207,616.66187
66,53,truck,1562.8795,377.4495,1920.0,855.8815,1741.4397,616.66547
66,18,car,684.7983,344.44162,781.54987,430.31195,733.1741,387.37677
66,32,car,924.7843,431.45508,977.79,504.31018,951.2871,467.88263
66,66,person,1077.453,501.45706,1099.2329,552.76373,1088.343,527.1104
66,25,car,1318.066,555.9556,1372.8457,624.8203,1345.4558,590.38794
66,92,person,1655.1641,771.1185,1687.8977,839.893,1671.5309,805.50574
66,21,truck,1320.1638,443.4023,1410.0244,564.3322,1365.0941,503.86725
66,210,person,892.228,776.9388,944.8731,854.95966,918.55054,815.9492
67,1,bus,394.6643,747.277,708.15094,1078.7557,551.4076,913.01636
67,2,car,214.42374,1041.1813,280.22052,1080.0,247.32213,1060.5906
67,5,car,1403.6656,614.2924,1513.2648,732.17413,1458.4652,673.2333
67,8,car,207.13141,669.8563,401.45294,850.35077,304.29218,760.1035
67,11,car,1560.5675,876.5703,1680.6027,1022.8439,1620.5851,949.7071
67,16,car,414.7634,459.942,535.8779,560.44855,475.32068,510.19525
67,69,car,678.18384,262.0623,743.6931,310.16528,710.9385,286.11377
67,19,car,1334.6602,613.2244,1396.1864,701.04205,1365.4233,657.13324
67,70,car,597.661,327.51004,668.6637,383.7855,633.16235,355.64777
67,106,car,609.89526,409.26328,690.9219,498.77426,650.40857,454.01877
67,68,car,419.09775,784.55817,536.39453,919.3934,477.74615,851.97577
67,3,car,482.38782,545.8781,631.73114,698.8018,557.05945,622.33997
67,53,truck,1563.5677,377.14346,1919.4121,853.054,1741.49,615.09875
67,233,motorcycle,894.0034,852.4432,938.1927,934.95636,916.098,893.69977
67,236,person,887.1006,787.27435,945.9675,907.1473,916.53406,847.2108
67,32,car,924.1208,430.64322,979.17706,507.02493,951.6489,468.83408
67,66,person,1077.2515,499.82947,1098.7678,550.708,1088.0096,525.26874
67,25,car,1320.344,556.8052,1372.5526,623.11163,1346.4482,589.9584
67,21,truck,1320.0736,443.83078,1409.0405,564.2001,1364.5571,504.01544
67,210,person,889.3458,789.5489,946.4071,874.6888,917.87646,832.11884
67,12,person,1287.6559,686.1672,1325.6256,760.65314,1306.6407,723.41016
67,128,car,756.57,197.6286,811.8401,239.77644,784.2051,218.70251
67,111,car,718.142,581.7481,796.162,695.3544,757.152,638.5513
68,1,bus,395.69305,755.8737,705.601,1079.2498,550.64703,917.56177
68,5,car,1404.5419,614.22296,1514.0011,732.19763,1459.2715,673.2103
68,8,car,198.16106,675.8286,395.93835,859.915,297.0497,767.8718
68,11,car,1560.8896,876.809,1679.7365,1021.9848,1620.313,949.3969
68,16,car,409.44598,461.58612,532.2401,563.8401,470.84305,512.71313
68,69,car,675.5861,262.7966,742.86914,312.56668,709.22766,287.68164
68,19,car,1334.6392,612.7501,1396.5657,701.4461,1365.6024,657.09814
68,70,car,595.2674,329.43787,666.2301,385.77118,630.7488,357.60452
68,106,car,607.3314,411.36707,689.0642,501.85907,648.1978,456.61307
68,68,car,411.43054,794.1806,531.4168,932.14703,471.42368,863.1638
68,3,car,476.15146,549.78827,627.7341,705.26666,551.94275,627.52747
68,53,truck,1561.8997,377.20642,1919.1448,855.2428,1740.5222,616.2246
68,236,person,884.79535,798.29645,944.88855,920.78033,914.8419,859.5384
68,32,car,925.20184,436.49524,978.8043,511.43994,952.00305,473.9676
68,66,person,1077.5894,498.63513,1099.0496,549.4832,1088.3195,524.0592
68,25,car,1320.8682,558.4435,1373.2554,625.85785,1347.0618,592.15063
68,21,truck,1320.3125,444.1138,1408.4099,563.80914,1364.3612,503.9615
68,12,person,1288.6824,690.1629,1328.382,767.6735,1308.5322,728.9182
68,128,car,755.03656,198.64046,809.03656,239.60356,782.03656,219.12201
68,111,truck,715.0329,588.64404,794.0986,705.3542,754.56573,646.99915
69,1,bus,396.49152,764.66473,702.88763,1079.9302,549.6896,922.2975
69,5,car,1405.3508,614.291,1514.4904,732.218,1459.9207,673.2545
69,8,car,189.02977,682.1125,390.2893,870.0503,289.65955,776.0814
69,11,car,1560.3293,875.8927,1681.1327,1024.0544,1620.731,949.9736
69,16,car,406.61588,468.19772,526.0163,567.6476,466.3161,517.92267
69,69,car,674.4472,263.32388,742.1645,313.95007,708.30585,288.63696
69,19,car,1334.1359,613.10706,1396.8787,703.0125,1365.5073,658.0598
69,70,car,576.60754,329.11365,657.0884,391.16843,616.84796,360.14105
69,106,car,604.5784,415.60065,685.94543,505.6838,645.26196,460.6422
69,68,car,402.6082,804.3531,524.42883,943.8429,463.5185,874.098
69,3,car,469.33963,553.3157,623.9047,711.9013,546.6222,632.6085
69,53,truck,1561.9513,378.47388,1918.4578,855.5071,1740.2046,616.9905
69,32,car,926.6437,440.6638,978.07086,512.64777,952.3573,476.65576
69,66,person,1076.7726,497.41394,1098.9811,550.89746,1087.8768,524.1557
69,25,car,1320.0085,559.1491,1373.5865,628.95654,1346.7976,594.05286
69,21,truck,1320.7692,444.31094,1408.1332,563.407,1364.4512,503.85895
69,12,motorcycle,1290.6792,694.78534,1329.6405,769.8102,1310.1599,732.2977
69,111,car,710.7246,592.8068,791.7418,713.337,751.2332,653.0719
69,249,person,799.255,660.9352,844.3302,756.1183,821.7926,708.52673
69,18,car,696.3998,365.6228,778.50714,439.714,737.4535,402.6684
69,92,person,1655.106,769.68536,1682.7982,827.0378,1668.9521,798.3616
70,1,bus,396.67303,773.06934,698.43634,1078.824,547.5547,925.94666
70,5,car,1405.7485,614.2502,1514.5596,732.20306,1460.154,673.2266
70,8,car,180.3146,689.9594,382.99075,879.42957,281.65268,784.69446
70,11,car,1562.8119,877.08295,1683.0358,1024.7574,1622.9238,950.92017
70,16,car,403.22925,472.53342,522.1101,571.36346,462.66968,521.9484
70,69,car,673.8854,264.24692,740.86896,314.60916,707.3772,289.42804
70,19,car,1334.5001,613.6834,1397.5841,704.04755,1366.0421,658.8655
70,70,car,574.25836,331.09836,656.4223,393.5844,615.34033,362.34137
70,106,car,601.83875,418.9449,683.1027,508.42505,642.4707,463.68497
70,68,car,393.16092,814.52136,518.4183,958.3152,455.7896,886.4183
70,3,car,463.7449,558.7912,621.14185,720.5293,542.44336,639.6603
70,53,truck,1561.4657,379.1821,1918.8048,857.6082,1740.1353,618.39514
70,66,person,1075.9984,495.0738,1098.9735,551.33984,1087.486,523.2068
70,25,car,1319.2792,559.5566,1373.4761,630.81335,1346.3777,595.18494
70,21,truck,1320.7941,444.19818,1407.9124,563.22296,1364.3533,503.71057
70,12,person,1292.6342,698.7748,1329.5154,768.69196,1311.0747,733.7334
70,111,car,709.36346,599.6115,789.8306,719.8238,749.59705,659.71765
70,249,person,797.2061,667.23145,843.4621,764.92474,820.3341,716.0781
70,18,car,698.0305,368.9877,776.7951,440.6512,737.41284,404.81946
70,92,person,1654.6794,769.54987,1682.0889,825.66797,1668.3842,797.6089
70,191,car,647.3997,263.59537,746.3933,316.57312,696.8965,290.08423
70,210,person,888.86847,826.68677,941.6257,905.393,915.2471,866.0399
70,236,person,886.1737,824.1819,937.8644,928.8465,912.01904,876.51416
70,128,car,754.55963,202.77394,806.77594,242.06216,780.6678,222.41806
71,1,bus,398.1859,781.99384,694.9053,1078.0154,546.5456,930.00464
71,5,car,1405.5288,614.18066,1514.2197,732.2309,1459.8743,673.2058
71,8,car,171.99448,697.27277,377.12988,888.9792,274.5622,793.126
71,11,car,1563.5554,876.72925,1685.116,1026.7611,1624.3357,951.7452
71,16,car,398.14722,474.8841,519.7882,575.8624,458.9677,525.3733
71,69,car,670.9924,264.7116,739.61865,316.54645,705.30554,290.62903
71,19,car,1334.7776,613.91016,1397.8918,704.18365,1366.3347,659.0469
71,70,car,569.33624,332.08362,655.4886,396.5442,612.4124,364.3139
71,106,car,598.9102,421.84665,681.0341,512.2431,639.97217,467.04486
71,68,car,384.37564,823.3846,511.84164,969.9957,448.10864,896.6902
71,3,car,459.70477,565.0397,616.7607,726.4077,538.2327,645.7237
71,66,person,1076.2063,495.0726,1098.4695,550.1274,1087.3379,522.6
71,25,car,1318.2227,558.8792,1373.3907,631.97253,1345.8066,595.4259
71,21,truck,1320.6847,444.28458,1407.5265,563.07837,1364.1056,503.68146
71,12,person,1293.0659,702.4869,1329.9204,772.43866,1311.4932,737.46277
71,111,car,708.20593,605.8444,788.13745,726.074,748.1717,665.9592
71,249,person,794.06683,672.8242,841.10455,772.48987,817.5857,722.65704
71,18,car,696.5817,370.2184,775.4666,442.6555,736.0242,406.43695
71,92,person,1652.7179,768.4095,1683.1504,831.4314,1667.9341,799.9204
71,262,person,1791.6439,865.76025,1824.6346,951.338,1808.1393,908.54913
71,128,car,753.5955,202.72052,807.69476,243.05132,780.64514,222.88593
72,1,bus,399.59158,788.3773,693.5351,1077.3885,546.56335,932.88293
72,5,car,1405.0532,614.2125,1513.5684,732.0805,1459.3108,673.1465
72,8,car,163.04385,704.5582,370.58014,898.8327,266.812,801.69543
72,11,car,1564.4072,875.8941,1686.1963,1026.6566,1625.3018,951.2754
72,16,car,394.55566,476.94382,517.69574,579.4923,456.1257,528.2181
72,69,car,669.8623,265.761,738.90454,317.88287,704.3834,291.82193
72,19,car,1334.8088,613.73694,1398.254,704.4557,1366.5315,659.0963
72,70,car,566.4394,334.14883,652.9395,397.78125,609.68945,365.96503
72,106,car,595.4144,424.29892,678.649,516.08954,637.03174,470.1942
72,68,car,374.47702,831.0815,505.65155,981.99554,440.06427,906.5385
72,3,car,453.34302,570.191,612.1673,733.7242,532.7551,651.9576
72,66,person,1076.1321,494.64563,1098.2449,549.7385,1087.1885,522.1921
72,25,car,1318.7438,559.46515,1373.477,632.1752,1346.1104,595.8202
72,21,truck,1320.5701,444.31842,1407.5267,563.4333,1364.0483,503.87585
72,111,car,707.43726,610.7028,786.1495,729.6454,746.79333,670.1741
72,249,person,792.7143,681.38513,840.6679,783.2251,816.6911,732.3051
72,18,car,696.2383,372.44598,774.949,445.60614,735.5936,409.02606
72,92,person,1652.6562,766.98145,1682.2028,828.50287,1667.4294,797.7422
72,128,car,752.85046,202.54918,808.2518,243.34264,780.55115,222.9459
72,147,car,795.6586,226.14719,861.80383,274.80884,828.7312,250.47801
72,53,truck,1563.5298,379.07077,1919.2506,855.3051,1741.3901,617.1879
72,191,car,641.636,267.1577,739.3527,319.4301,690.4944,293.2939
72,236,person,879.78253,852.49854,937.5135,969.5301,908.648,911.0143
73,1,bus,399.90018,796.1524,690.0054,1076.6699,544.95276,936.41113
73,5,car,1405.631,614.35834,1513.9316,732.1844,1459.7812,673.27136
73,8,car,154.46292,712.3118,364.4836,909.1703,259.47327,810.7411
73,11,car,1564.558,875.9122,1686.4658,1026.9164,1625.512,951.4143
73,16,car,390.81302,479.41373,516.0977,583.65045,453.45538,531.5321
73,69,car,664.5477,266.80322,735.45154,320.13138,699.99963,293.4673
73,19,car,1335.3131,613.5095,1399.184,704.83075,1367.2485,659.17017
73,70,car,564.93506,336.21194,653.21747,399.98575,609.0763,368.09885
73,106,car,592.1959,427.93173,676.1697,520.3455,634.1828,474.1386
73,68,car,366.19495,842.7895,497.2276,993.0779,431.71127,917.9337
73,3,car,445.17142,571.41223,610.2826,741.9993,527.727,656.7058
73,66,person,1076.5515,494.79303,1097.9672,548.13824,1087.2593,521.46564
73,25,car,1319.4551,559.4191,1374.1836,632.56854,1346.8193,595.99384
73,21,truck,1319.0381,443.601,1406.5719,562.1639,1362.8049,502.88245
73,111,truck,705.599,615.8755,785.2535,737.34143,745.4263,676.60846
73,249,person,791.4564,685.83997,838.68854,786.62756,815.0725,736.23376
73,18,car,694.8195,375.56268,773.47455,449.31894,734.14703,412.4408
73,128,car,749.6077,202.71756,807.24347,245.3871,778.4256,224.05234
73,147,car,795.67725,227.67226,857.0662,273.98596,826.3717,250.8291
73,53,truck,1564.068,378.30475,1918.6146,852.56305,1741.3413,615.4339
73,236,person,880.3671,864.62225,931.7215,967.2841,906.0443,915.9532
73,32,car,920.988,455.26968,976.70013,534.83057,948.84406,495.0501
73,12,person,1298.8383,709.66266,1334.6945,776.28296,1316.7664,742.9728
74,1,bus,397.5243,805.97595,684.6292,1078.9343,541.0768,942.45514
74,5,car,1405.9323,614.3521,1514.1658,732.2848,1460.0491,673.3185
74,8,car,144.07335,718.7701,358.76242,920.1675,251.41788,819.46875
74,11,car,1563.4596,876.4791,1686.5835,1029.0911,1625.0215,952.7851
74,16,car,382.25018,481.38516,510.38235,588.21375,446.31628,534.79944
74,69,car,661.3575,267.5393,733.85724,322.0616,697.60736,294.80048
74,19,car,1336.2682,613.4467,1400.121,704.7217,1368.1946,659.0842
74,70,car,560.6919,336.7677,652.1764,402.58875,606.43414,369.67822
74,106,car,591.21515,433.72336,673.0426,523.0209,632.1289,478.37213
74,68,car,355.2398,852.70886,489.3885,1007.2405,422.31415,929.9747
74,3,car,440.9739,575.3181,608.69257,749.093,524.83325,662.20557
74,66,person,1077.1714,495.89548,1097.9774,547.7388,1087.5745,521.81714
74,25,car,1320.0638,559.8577,1374.8486,633.2633,1347.4563,596.56055
74,21,truck,1316.9215,443.29486,1405.7654,561.9816,1361.3435,502.63824
74,111,car,704.1642,621.9237,784.7883,745.716,744.47626,683.8198
74,18,car,695.6473,380.65125,770.60864,451.1059,733.1279,415.87857
74,128,car,748.1315,203.80768,807.45825,248.15744,777.79486,225.98256
74,53,truck,1563.0133,377.5287,1919.2955,854.1541,1741.1544,615.84143
74,236,person,882.42706,879.60004,927.5175,967.22485,904.9723,923.4125
74,32,car,919.3758,457.77002,976.09375,540.10535,947.73474,498.93768
74,12,person,1302.0392,712.94824,1339.7313,781.5501,1320.8853,747.24915
75,1,bus,396.12042,814.7308,680.2776,1079.7523,538.199,947.2416
75,5,car,1405.5367,614.3971,1513.7482,732.3425,1459.6425,673.3698
75,8,car,134.89986,725.9195,352.26508,929.7197,243.58246,827.8196
75,11,car,1562.7899,876.1927,1687.468,1030.9739,1625.1289,953.58325
75,16,car,378.3532,485.45486,508.49136,593.4834,443.4223,539.4691
75,69,car,662.4166,268.01654,734.0876,322.4712,698.2521,295.24387
75,19,car,1336.896,613.4113,1400.9229,705.2026,1368.9094,659.30695
75,70,car,558.2645,339.23642,650.8727,405.57635,604.5686,372.40637
75,106,car,589.5888,438.23877,670.75977,526.4095,630.1743,482.32413
75,68,car,345.21948,865.266,483.7101,1025.4221,414.46478,945.34406
75,3,car,434.1926,580.5753,606.0201,759.6916,520.1063,670.1334
